N / n_proc, 1, 2,
20000000, 4.72048,
40000000, 9.6879,
60000000, 14.716,
80000000, 19.8486,
100000000, 24.8859,
120000000, 30.3044,
140000000, 35.4949,
160000000, 40.7575, 22.3536, 16.3287, 17.0916, 
